,Family,Genus,Species,Subspecies,Infrasubspecies,Sex,Name
6492,Papilionidae,Papilio,Papilio aegeus,Papilio aegeus cf. ormenus,,Papilio aegeus cf. ormenus male,Papilionidae Papilio aegeus cf. ormenus nan male
6497,Papilionidae,Graphium,Graphium antiphates,Graphium antiphates,,Graphium antiphates male,Papilionidae Graphium antiphates nan nan male
6499,Papilionidae,Troides,Troides hypolitus,Troides hypolitus,,Troides hypolitus male,Papilionidae Troides hypolitus nan nan male
6502,Papilionidae,Troides,Troides hypolitus,Troides hypolitus hypolitus,,Troides hypolitus hypolitus female,Papilionidae Troides hypolitus hypolitus nan female
6503,Papilionidae,Losaria,Losaria neptunus,Losaria neptunus,,Losaria neptunus male,Papilionidae Losaria neptunus nan nan male
6504,Papilionidae,Papilio,Papilio helenus,Papilio helenus,,Papilio helenus male,Papilionidae Papilio helenus nan nan male
6505,Papilionidae,Graphium,Graphium codrus,Graphium codrus,,Graphium codrus male,Papilionidae Graphium codrus nan nan male
6507,Papilionidae,Graphium,Graphium codrus,Graphium codrus medon,,Graphium codrus medon male,Papilionidae Graphium codrus medon nan male
6508,Papilionidae,Papilio,Papilio fuscus,Papilio fuscus beccarii,,Papilio fuscus beccarii female,Papilionidae Papilio fuscus beccarii nan female
6510,Papilionidae,Papilio,Papilio ulysses,Papilio ulysses cf. autolycus,,Papilio ulysses cf. autolycus male,Papilionidae Papilio ulysses cf. autolycus nan male
6511,Papilionidae,Graphium,Graphium weiskei,Graphium weiskei,,Graphium weiskei male,Papilionidae Graphium weiskei nan nan male
6514,Papilionidae,Graphium,Graphium encelades,Graphium encelades,,Graphium encelades male,Papilionidae Graphium encelades nan nan male
6519,Papilionidae,Papilio,Papilio fuscus,Papilio fuscus beccarii,,Papilio fuscus beccarii male,Papilionidae Papilio fuscus beccarii nan male
6527,Papilionidae,Papilio,Papilio ambrax,Papilio ambrax cf. ambrax,,Papilio ambrax cf. ambrax female,Papilionidae Papilio ambrax cf. ambrax nan female
6529,Papilionidae,Papilio,Papilio ulysses,Papilio ulysses,,Papilio ulysses female,Papilionidae Papilio ulysses nan nan female
6534,Papilionidae,Pachliopta,Pachliopta cf. antiphus,Pachliopta cf. antiphus,,Pachliopta cf. antiphus male,Papilionidae Pachliopta cf. antiphus nan nan male
6541,Papilionidae,Papilio,Papilio helenus,Papilio helenus cf. enganius,,Papilio helenus cf. enganius male,Papilionidae Papilio helenus cf. enganius nan male
6543,Papilionidae,Losaria,Losaria palu,Losaria palu,,Losaria palu male,Papilionidae Losaria palu nan nan male
6553,Papilionidae,Papilio,Papilio lorquinianus,Papilio lorquinianus,,Papilio lorquinianus male,Papilionidae Papilio lorquinianus nan nan male
6568,Papilionidae,Troides,Troides cf. haliphron,Troides cf. haliphron,,Troides cf. haliphron female,Papilionidae Troides cf. haliphron nan nan female
6591,Papilionidae,Ornithoptera,Ornithoptera priamus,Ornithoptera priamus poseidon,,Ornithoptera priamus poseidon female,Papilionidae Ornithoptera priamus poseidon nan female
6594,Papilionidae,Ornithoptera,Ornithoptera goliath,Ornithoptera goliath,,Ornithoptera goliath female,Papilionidae Ornithoptera goliath nan nan female
6597,Papilionidae,Papilio,Papilio cf. gambrisius,Papilio cf. gambrisius,,Papilio cf. gambrisius male,Papilionidae Papilio cf. gambrisius nan nan male
6618,Papilionidae,Ornithoptera,Ornithoptera priamus,Ornithoptera priamus,,Ornithoptera priamus female,Papilionidae Ornithoptera priamus nan nan female
6621,Papilionidae,Ornithoptera,Ornithoptera croesus,Ornithoptera croesus lydius,,Ornithoptera croesus lydius female,Papilionidae Ornithoptera croesus lydius nan female
6647,Papilionidae,Papilio,Papilio paris,Papilio paris cf. gedeensis,,Papilio paris cf. gedeensis male,Papilionidae Papilio paris cf. gedeensis nan male
6658,Papilionidae,Papilio,Papilio deiphobus,Papilio deiphobus deiphontes,,Papilio deiphobus deiphontes male,Papilionidae Papilio deiphobus deiphontes nan male
6667,Papilionidae,Graphium,Graphium sarpedon,Graphium sarpedon cf. lycianus,,Graphium sarpedon cf. lycianus female,Papilionidae Graphium sarpedon cf. lycianus nan female
6671,Papilionidae,Troides,Troides amphrysus,Troides amphrysus,,Troides amphrysus male,Papilionidae Troides amphrysus nan nan male
6672,Papilionidae,Graphium,Graphium milon,Graphium milon,,Graphium milon male,Papilionidae Graphium milon nan nan male
6686,Nymphalidae,Melitaea,Melitaea didyma,Melitaea didyma,,Melitaea didyma male,Nymphalidae Melitaea didyma nan nan male
6707,Papilionidae,Papilio,Papilio memnon,Papilio memnon lowi,,Papilio memnon lowi male,Papilionidae Papilio memnon lowi nan male
6712,Papilionidae,Troides,Troides rhadamantus,Troides rhadamantus plateni,,Troides rhadamantus plateni male,Papilionidae Troides rhadamantus plateni nan male
6713,Papilionidae,Troides,Troides rhadamantus,Troides rhadamantus plateni,,Troides rhadamantus plateni female,Papilionidae Troides rhadamantus plateni nan female
6714,Papilionidae,Papilio,Papilio helenus,Papilio helenus palawanicus,,Papilio helenus palawanicus male,Papilionidae Papilio helenus palawanicus nan male
6715,Papilionidae,Papilio,Papilio daedalus,Papilio daedalus angustatus,,Papilio daedalus angustatus male,Papilionidae Papilio daedalus angustatus nan male
6716,Papilionidae,Pachliopta,Pachliopta antiphus,Pachliopta antiphus yoshikoae,,Pachliopta antiphus yoshikoae female,Papilionidae Pachliopta antiphus yoshikoae nan female
6719,Papilionidae,Papilio,Papilio aegeus,Papilio aegeus aegeus,,Papilio aegeus aegeus male,Papilionidae Papilio aegeus aegeus nan male
6720,Papilionidae,Papilio,Papilio demoleus,Papilio demoleus sthenelus,,Papilio demoleus sthenelus female,Papilionidae Papilio demoleus sthenelus nan female
6722,Papilionidae,Cressida,Cressida cressida,Cressida cressida cressida,,Cressida cressida cressida female,Papilionidae Cressida cressida cressida nan female
6724,Pieridae,Eurema,Eurema cf. brigitta,Eurema cf. brigitta zoraide,,,Pieridae Eurema cf. brigitta zoraide nan nan
6728,Pieridae,Belenois,Belenois java,Belenois java teutonia,,Belenois java teutonia male,Pieridae Belenois java teutonia nan male
6730,Papilionidae,Papilio,Papilio demoleus,Papilio demoleus cf. malayanus,,Papilio demoleus cf. malayanus female,Papilionidae Papilio demoleus cf. malayanus nan female
6732,Pieridae,Delias,Delias battana,Delias battana battana,,Delias battana battana male,Pieridae Delias battana battana nan male
6733,Pieridae,Delias,Delias battana,Delias battana battana,,Delias battana battana female,Pieridae Delias battana battana nan female
6735,Pieridae,Delias,Delias benasu,Delias benasu benasu,,Delias benasu benasu male,Pieridae Delias benasu benasu nan male
6738,Pieridae,Delias,Delias benasu,Delias benasu benasu,,Delias benasu benasu female,Pieridae Delias benasu benasu nan female
6740,Pieridae,Delias,Delias surprisa,Delias surprisa,,Delias surprisa female,Pieridae Delias surprisa nan nan female
6742,Papilionidae,Atrophaneura,Atrophaneura kuehni,Atrophaneura kuehni kuehni,,Atrophaneura kuehni kuehni female,Papilionidae Atrophaneura kuehni kuehni nan female
6746,Pieridae,Delias,Delias surprisa,Delias surprisa,,Delias surprisa male,Pieridae Delias surprisa nan nan male
6757,Papilionidae,Papilio,Papilio memnon,Papilio memnon anceus,,Papilio memnon anceus male,Papilionidae Papilio memnon anceus nan male
6759,Papilionidae,Graphium,Graphium empedovana,Graphium empedovana empedovana,,Graphium empedovana empedovana male,Papilionidae Graphium empedovana empedovana nan male
6769,Papilionidae,Papilio,Papilio palinurus,Papilio palinurus palinurus,,Papilio palinurus palinurus female,Papilionidae Papilio palinurus palinurus nan female
6777,Papilionidae,Graphium,Graphium agetes,Graphium agetes insularis,,Graphium agetes insularis male,Papilionidae Graphium agetes insularis nan male
6779,Pieridae,Appias,Appias indra,Appias indra myndus,,Appias indra myndus male,Pieridae Appias indra myndus nan male
6785,Pieridae,Eurema,Eurema cf. hecabe,Eurema cf. hecabe hecabe,,,Pieridae Eurema cf. hecabe hecabe nan nan
6791,Papilionidae,Graphium,Graphium macareus,Graphium macareus xanthosoma,,Graphium macareus xanthosoma male,Papilionidae Graphium macareus xanthosoma nan male
6799,Pieridae,Gandaca,Gandaca harina,Gandaca harina distanti,,Gandaca harina distanti male,Pieridae Gandaca harina distanti nan male
6801,Pieridae,Cepora,Cepora iudith,Cepora iudith amelia,,Cepora iudith amelia male,Pieridae Cepora iudith amelia nan male
6815,Pieridae,Appias,Appias nero,Appias nero figulina,,Appias nero figulina male,Pieridae Appias nero figulina nan male
6819,Pieridae,Dorcas,Dorcas gabrias,Dorcas gabrias herodorus,,Dorcas gabrias herodorus male,Pieridae Dorcas gabrias herodorus nan male
6821,Papilionidae,Papilio,Papilio forbesi,Papilio forbesi,,Papilio forbesi male,Papilionidae Papilio forbesi nan nan male
6822,Papilionidae,Papilio,Papilio arjuna,Papilio arjuna battacorum,,Papilio arjuna battacorum male,Papilionidae Papilio arjuna battacorum nan male
6831,Pieridae,Appias,Appias albina,Appias albina albina,,Appias albina albina male,Pieridae Appias albina albina nan male
6839,Pieridae,Hebomia,Hebomia glaucippe,Hebomia glaucippe sumatrensis,,Hebomia glaucippe sumatrensis male,Pieridae Hebomia glaucippe sumatrensis nan male
6847,Papilionidae,Papilio,Papilio ascalaphus,Papilio ascalaphus ascalaphus,,Papilio ascalaphus ascalaphus female,Papilionidae Papilio ascalaphus ascalaphus nan female
6857,Papilionidae,Papilio,Papilio gigon,Papilio gigon gigon,,Papilio gigon gigon female,Papilionidae Papilio gigon gigon nan female
6885,Papilionidae,Papilio,Papilio veiovis,Papilio veiovis,,Papilio veiovis male,Papilionidae Papilio veiovis nan nan male
6892,Papilionidae,Graphium,Graphium sumatranum,Graphium sumatranum,,Graphium sumatranum male,Papilionidae Graphium sumatranum nan nan male
6906,Pieridae,Eurema,Eurema simulatrix,Eurema simulatrix tecmessa,,Eurema simulatrix tecmessa male,Pieridae Eurema simulatrix tecmessa nan male
6908,Pieridae,Catopsilia,Catopsilia pyranthe,Catopsilia pyranthe pyranthe,,Catopsilia pyranthe pyranthe male,Pieridae Catopsilia pyranthe pyranthe nan male
6913,Papilionidae,Troides,Troides hypolitus,Troides hypolitus cellularis,,Troides hypolitus cellularis male,Papilionidae Troides hypolitus cellularis nan male
6916,Pieridae,Cepora,Cepora narissa,Cepora narissa sumatrana,,Cepora narissa sumatrana male,Pieridae Cepora narissa sumatrana nan male
6920,Lycaenidae,Drupadia,Drupadia ravindra,Drupadia ravindra ravindra,,,Lycaenidae Drupadia ravindra ravindra nan nan
6936,Pieridae,Appias,Appias lyncida,Appias lyncida hippona,,Appias lyncida hippona male,Pieridae Appias lyncida hippona nan male
6957,Papilionidae,Atrophaneura,Atrophaneura dixoni,Atrophaneura dixoni,,Atrophaneura dixoni female,Papilionidae Atrophaneura dixoni nan nan female
6960,Pieridae,Leptosia,Leptosia nina,Leptosia nina malayana,,Leptosia nina malayana male,Pieridae Leptosia nina malayana nan male
6965,Papilionidae,Atrophaneura,Atrophaneura dixoni,Atrophaneura dixoni,,Atrophaneura dixoni male,Papilionidae Atrophaneura dixoni nan nan male
6973,Papilionidae,Papilio,Papilio gigon,Papilio gigon gigon,,,Papilionidae Papilio gigon gigon nan nan
6987,Pieridae,Catopsilia,Catopsilia scylla,Catopsilia scylla cornelia,,Catopsilia scylla cornelia male,Pieridae Catopsilia scylla cornelia nan male
6998,Papilionidae,Papilio,Papilio victorinus,Papilio victorinus victorinus,,Papilio victorinus victorinus male,Papilionidae Papilio victorinus victorinus nan male
6999,Papilionidae,Papilio,Papilio polyxenes,Papilio polyxenes ssp.,,Papilio polyxenes ssp. female,Papilionidae Papilio polyxenes ssp. nan female
7000,Papilionidae,Papilio,Papilio cf. victorinus,Papilio cf. victorinus,,Papilio cf. victorinus male,Papilionidae Papilio cf. victorinus nan nan male
7002,Papilionidae,Papilio,Papilio anchisiades,Papilio anchisiades ssp.,,Papilio anchisiades ssp. female,Papilionidae Papilio anchisiades ssp. nan female
7003,Papilionidae,Papilio,Papilio anchisiades,Papilio anchisiades ssp.,,Papilio anchisiades ssp. male,Papilionidae Papilio anchisiades ssp. nan male
7006,Papilionidae,Eurytides,Eurytides thymbraeus,Eurytides thymbraeus thymbraeus,,Eurytides thymbraeus thymbraeus male,Papilionidae Eurytides thymbraeus thymbraeus nan male
7007,Papilionidae,Parides,Parides cf. eurimedes,Parides cf. eurimedes,,Parides cf. eurimedes male,Papilionidae Parides cf. eurimedes nan nan male
7008,Papilionidae,Battus,Battus cf. ingenuus,Battus cf. ingenuus,,Battus cf. ingenuus male,Papilionidae Battus cf. ingenuus nan nan male
7009,Papilionidae,Graphium,Graphium cloanthus,Graphium cloanthus clymenus,,Graphium cloanthus clymenus male,Papilionidae Graphium cloanthus clymenus nan male
7010,Papilionidae,Papilio,Papilio ulysses,Papilio ulysses ulysses,,Papilio ulysses ulysses male,Papilionidae Papilio ulysses ulysses nan male
7011,Papilionidae,Papilio,Papilio deiphobus,Papilio deiphobus deiphobus,,Papilio deiphobus deiphobus male,Papilionidae Papilio deiphobus deiphobus nan male
7014,Papilionidae,Graphium,Graphium eurypylus,Graphium eurypylus eurypylus,,Graphium eurypylus eurypylus male,Papilionidae Graphium eurypylus eurypylus nan male
7020,Papilionidae,Papilio,Papilio gambrisius,Papilio gambrisius buruanus,,Papilio gambrisius buruanus male,Papilionidae Papilio gambrisius buruanus nan male
7037,Papilionidae,Atrophaneura,Atrophaneura adamsoni,Atrophaneura adamsoni adamsoni,,Atrophaneura adamsoni adamsoni male,Papilionidae Atrophaneura adamsoni adamsoni nan male
7038,Hesperiidae,Pelopidas,Pelopidas jansonis,Pelopidas jansonis,,,Hesperiidae Pelopidas jansonis nan nan nan
7039,Hesperiidae,Lobocla,Lobocla bifasciatus,Lobocla bifasciatus,,,Hesperiidae Lobocla bifasciatus nan nan nan
7046,Papilionidae,Pachliopta,Pachliopta schadenbergi,Pachliopta schadenbergi schadenbergi,,Pachliopta schadenbergi schadenbergi male,Papilionidae Pachliopta schadenbergi schadenbergi nan male
7047,Papilionidae,Pachliopta,Pachliopta schadenbergi,Pachliopta schadenbergi schadenbergi,,Pachliopta schadenbergi schadenbergi female,Papilionidae Pachliopta schadenbergi schadenbergi nan female
7054,Papilionidae,Troides,Troides prattorum,Troides prattorum,,Troides prattorum female,Papilionidae Troides prattorum nan nan female
7055,Papilionidae,Atrophaneura,Atrophaneura kuehni,Atrophaneura kuehni kuehni,,Atrophaneura kuehni kuehni male,Papilionidae Atrophaneura kuehni kuehni nan male
7058,Papilionidae,Papilio,Papilio mahadeva,Papilio mahadeva mahadeva,,Papilio mahadeva mahadeva male,Papilionidae Papilio mahadeva mahadeva nan male
7059,Papilionidae,Papilio,Papilio epycides,Papilio epycides hypochroa,,Papilio epycides hypochroa male,Papilionidae Papilio epycides hypochroa nan male
7060,Papilionidae,Ornithoptera,Ornithoptera aesacus,Ornithoptera aesacus,,Ornithoptera aesacus female,Papilionidae Ornithoptera aesacus nan nan female
7061,Papilionidae,Bhutanitis,Bhutanitis lidderdalii,Bhutanitis lidderdalii ocellomaculata,,Bhutanitis lidderdalii ocellomaculata female,Papilionidae Bhutanitis lidderdalii ocellomaculata nan female
7062,Papilionidae,Atrophaneura,Atrophaneura semperi,Atrophaneura semperi melanotus,,Atrophaneura semperi melanotus male,Papilionidae Atrophaneura semperi melanotus nan male
7063,Papilionidae,Atrophaneura,Atrophaneura semperi,Atrophaneura semperi melanotus,,Atrophaneura semperi melanotus female,Papilionidae Atrophaneura semperi melanotus nan female
7069,Papilionidae,Graphium,Graphium sandawanum,Graphium sandawanum sandawanum,,Graphium sandawanum sandawanum male,Papilionidae Graphium sandawanum sandawanum nan male
7070,Papilionidae,Papilio,Papilio antonio,Papilio antonio antonio,,Papilio antonio antonio male,Papilionidae Papilio antonio antonio nan male
7071,Papilionidae,Graphium,Graphium sandawanum,Graphium sandawanum sandawanum,,Graphium sandawanum sandawanum female,Papilionidae Graphium sandawanum sandawanum nan female
7072,Papilionidae,Papilio,Papilio hipponous,Papilio hipponous gamay,,Papilio hipponous gamay female,Papilionidae Papilio hipponous gamay nan female
7073,Lycaenidae,Hypochrysops,Hypochrysops ignitus,Hypochrysops ignitus,,Hypochrysops ignitus female,Lycaenidae Hypochrysops ignitus nan nan female
7077,Lycaenidae,Deudorix,Deudorix,Deudorix,,,Lycaenidae Deudorix nan nan nan nan
7078,Lycaenidae,Hypochrysops,Hypochrysops ignitus,Hypochrysops ignitus,,,Lycaenidae Hypochrysops ignitus nan nan nan
7079,Lycaenidae,Famegana,Famegana alsulus,Famegana alsulus alsulus,,,Lycaenidae Famegana alsulus alsulus nan nan
7080,Lycaenidae,Nacaduba,Nacaduba kurava,Nacaduba kurava parma,,,Lycaenidae Nacaduba kurava parma nan nan
7083,Lycaenidae,Psychonotis,Psychonotis caelius,Psychonotis caelius taygetus,,,Lycaenidae Psychonotis caelius taygetus nan nan
7085,Lycaenidae,Candalides,Candalides,Candalides,,,Lycaenidae Candalides nan nan nan nan
7086,Lycaenidae,Jamides,Jamides nemophilus,Jamides nemophilus,,,Lycaenidae Jamides nemophilus nan nan nan
7090,Lycaenidae,cf. Prosotas,cf. Prosotas,cf. Prosotas,,,Lycaenidae cf. Prosotas nan nan nan nan
7093,Lycaenidae,Philiris,Philiris,Philiris,,,Lycaenidae Philiris nan nan nan nan
7102,Lycaenidae,cf. Miletus,cf. Miletus,cf. Miletus,,,Lycaenidae cf. Miletus nan nan nan nan
7104,Lycaenidae,Ginzia,Ginzia frivaldsky,Ginzia frivaldsky,,,Lycaenidae Ginzia frivaldsky nan nan nan
7105,Lycaenidae,Celastrina,Celastrina sugitanii,Celastrina sugitanii,,,Lycaenidae Celastrina sugitanii nan nan nan
7106,Lycaenidae,Strymonidia,Strymonidia mera,Strymonidia mera,,,Lycaenidae Strymonidia mera nan nan nan
7107,Lycaenidae,Plebejus,Plebejus argus,Plebejus argus micrargus,,,Lycaenidae Plebejus argus micrargus nan nan
7110,Lycaenidae,Lucia,Lucia cf. limbaria,Lucia cf. limbaria,,,Lycaenidae Lucia cf. limbaria nan nan nan
7113,Lycaenidae,Hypolycaena,Hypolycaena amabilis,Hypolycaena amabilis,,,Lycaenidae Hypolycaena amabilis nan nan nan
7114,Lycaenidae,Pseudodipsas,Pseudodipsas,Pseudodipsas,,,Lycaenidae Pseudodipsas nan nan nan nan
7116,Lycaenidae,Pithecops,Pithecops,Pithecops,,,Lycaenidae Pithecops nan nan nan nan
7117,Arctiidae,,,,,,Arctiidae nan nan nan nan nan
7121,Papilionidae,Lamproptera,Lamproptera meges,Lamproptera meges ennius,,Lamproptera meges ennius female,Papilionidae Lamproptera meges ennius nan female
7123,Lycaenidae,Megisba,Megisba strongyle,Megisba strongyle orientalis,,,Lycaenidae Megisba strongyle orientalis nan nan
7125,Lycaenidae,Hypolycaena,Hypolycaena amasa,Hypolycaena amasa maximinianus,,,Lycaenidae Hypolycaena amasa maximinianus nan nan
7128,Lycaenidae,Jamides,Jamides cf. cyta,Jamides cf. cyta,,,Lycaenidae Jamides cf. cyta nan nan nan
7131,Psychidae,,,,,,Psychidae nan nan nan nan nan
7139,Papilionidae,Papilio,Papilio alcmenor,Papilio alcmenor alcmenor,,Papilio alcmenor alcmenor male,Papilionidae Papilio alcmenor alcmenor nan male
